"scientificName"
"Anas americana"
"Anas crecca"
"Anas platyrhynchos platyrhynchos"
"Aphriza virgata"
"Ardea herodias"
"Ardenna grisea"
"Ardenna tenuirostris"
"Bonasa umbellus"
"Branta bernicla"
"Calidris alba"
"Calidris minutilla"
"Callipepla californica"
"Carduelis pinus"
"Carpodacus mexicanus"
"Carpodacus purpureus"
"Cepphus columba adiantus"
"Columba livia"
"Corvus caurinus"
"Dendragapus obscurus"
"Empidonax oberholseri"
"Fulica americana"
"Haliaeetus leucocephalus"
"Hydrocoloeus minutus"
"Icterus bullockii"
"Ixoreus naevius naevius"
"Larus"
"Larus canus"
"Larus glaucoides"
"Larus hyperboreus"
"Leiothlypis ruficapilla"
"Leucophaeus pipixcan"
"Megascops kennicottii kennicottii"
"Melanerpes erythrocephalus"
"Melanerpes lewis"
"Melospiza melodia caurina"
"Melospiza melodia morphna"
"Nyctea scandiaca"
"Oxyura jamaicensis"
"Passerculus sandwichensis brooksi"
"Pelecanus occidentalis"
"Phalacrocorax auritus albociliatus"
"Phalacrocorax pelagicus"
"Phasianus colchicus"
"Picoides pubescens"
"Pinicola enucleator"
"Pipilo maculatus oregonus"
"Pluvialis squatarola"
"Poecile rufescens rufescens"
"Ptychoramphus aleuticus"
"Rissa tridactyla"
"Setophaga coronata"
"Sialia mexicana"
"Spatula cyanoptera"
"Spatula discors"
"Stercorarius longicaudus"
"Stercorarius parasiticus"
"Stercorarius pomarinus"
"Troglodytes troglodytes"
"Uria aalge californica"
"Urile pelagicus resplendens"
"Xema sabini"
